dictat*;-1
die;-3
die;-1
died;-3
died;-1
dies;-1
difficult;-1
difficult*;-1
diffus*;-1
digni*;1
dilapidat*;-1
dilemma;-1
dilemma*;-1
diligent*;1
dim;-1
dimly;-1
dimm*;-1
dimness;-1
dims;-1
dimwit*;-1
din;-1
dingy*;-1
dink*;-1
dins;-1
dire;-3
dire;-1
direful;-1
direr;-1
direst;-1
dirge*;-1
dirt;-2
dirt cheap*;1
dirt*;-1
dirty;-2
disab*;-1
disadvantag*;-1
disadvantage;-2
disaffect*;-1
disagre*;-1
disagree*;-1
disagreement*;-1
disappeared;-1
disappears;-1
disappoint;-2
disappoint*;-1
disappointed;-2
disappointing;-2
disappointment;-2
disappointment*;-1
disappointments;-2
disappoints;-2
disapprov*;-1
disast*;-1
disaster;-2
disastrous;-3
disavow*;-1
disbelief*;-1
discern*;1
disclaim*;-1
discomfitur*;-1
discomfort*;-1
discompos*;-1
disconcert*;-1
disconnect*;-1
disconsolat*;-1
discontent*;-1
discord;-2
discord*;-1
discordant*;-1
discourag*;-1
discover*;1
discredit*;-1
discreet*;1
discrepan*;-1
discretion*;1
discrimina*;-1
disdain;-2
disdain*;-1
diseas*;-1
disenchant*;-1
disfavor*;-1
disfavour*;-1
disgrac*;-1
disgrace;-2
disgraced;-2
disgruntl*;-1
disguise;-1
disguised;-1
disgust;-3
disgust*;-1
disgusted;-3
disgusting;-3
dishearten*;-1
dishevel*;-1
dishonest*;-1
dishonor*;-1
dishonour*;-1
disillusion*;-1
disillusioned;-2
disinclin*;-1
disinclined;-2
disingenuous*;-1
disinterest*;-1
disjointed;-2
dislik*;-1
dislike;-2
disloyal*;-1
dismal*;-1
dismay*;-1
dismiss*;-1
disobedien*;-1
disobey*;-1
disorder;-2
disorder*;-1
disorgani*;-1
disoriented;-2
disparag*;-1
disparat*;-1
dispel*;-1
dispensatory*;1
dispirit*;-1
displac*;-1
displeas*;-1
displeasur*;-1
dispose*;-1
disproportionat*;-1
disput*;-1
dispute;-2
disputes;-2
disquiet*;-1
disregard;-2
disregard*;-1
disrespect*;-1
disrupt*;-1
disruption;-2
disruptive;-2
dissatisf*;-1
dissent*;-1
disservice;-1
dissimilar*;-1
dissipat*;-1
dissociat*;-1
dissolution*;-1
distast*;-1
distinguished*;1
distort;-2
distort*;-1
distract;-2
distract*;-1
distracted;-2
distraction;-2
distracts;-2
distraught*;-1
distres*;-1
distress;-2
distress*;-1
distressing;-2
distressing*;-1
distrust;-3
distrust*;-1
disturb;-2
disturb*;-1
disturbing;-2
disturbs;-2
dither*;-1
divert*;-1
divide;-1
divided;-1
divider;-1
divides;-1
dividing;-1
divin*;1
divisi*;-1
divorc*;-1
dizz*;-1
dizzy;-1
docil*;1
dodging;-2
dodgy;-2
doldrum*;-1
doleful*;-1
dolor*;-1
dolour*;-1
dominan*;1
domineer*;-1
donkey*;-1
doom;-2
doom*;-1
doomed;-2
dophagy*;-1
double;-1
doubt;-1
doubt;-1
doubtable*;-1
doubted;-1
doubted*;-1
doubter*;-1
doubtful*;-1
doubting*;-1
doubtless*;1
doubts;-1
doubts;-1
doughty*;1
down to earth*;1
downcast*;-1
downfall*;-1
downhearted*;-1
downhill*;-1
downplay;-1
downside;-2
downside*;-1
downtrodden*;-1
drab*;-1
drag;-1
drag;-1
dragged;-1
dragged;-1
dragging;-1
drags;-1
drags;-1
drained;-2
drained*;-1
drawback*;-1
dread;-2
dread*;-1
dreadful;-3
dream;1
dreams;1
dreary;-2
dreary*;-1
droop*;-1
drop;-1
drown;-2
drown*;-1
drowned;-2
drowsy*;-1
drunk;-2
drunk*;-1
dubious;-2
dubious*;-1
dudgeon*;-1
dull;-2
dull*;-1
dumb;-3
dumb*;-1
dumm*;-1
dump*;-1
dun;-1
dunce;-1
dunderhead*;-1
dung;-1
duped*;-1
duplicit*;-1
dutiful*;1
dwindl*;-1
dying*;-1
dysfunction;-2
dysfunction*;-1
eager;2
eager*;1
earnest;2
earnest*;1
ease;2
ease;1
eased;1
easeful;1
easement;1
eases;1
easi*;1
easy;1
easy*;1
ebullient*;1
eccentric*;-1
ecstatic*;1
educate*;1
educating;1
educational*;1
educations;1
educator*;1
eerie;-2
effac*;-1
effectiv*;1
effective;2
effectively;2
efficac*;1
efficien*;1
effort*;1
egotis*;-1
elaborat*;1
elat*;1
elation;3
elegan*;1
elegant;2
elegantly;2
elegy*;-1
eliminat*;-1
eloquent*;1
embarrass*;-1
embarrassed;-2
embarrassing;-2
embitter*;-1
embolden*;1
embrac*;1
embrace;1
emergencies;-1
emergency;-2
emergency*;-1
eminenc*;1
eminent*;1
emotionless;-1
empath*;1
empathetic;2
emperor*;1
emphatic*;1
empower*;1
emptied;-1
empties;-1
emptiness;-1
emptiness;-1
empty;-1
empty;-1
enamor*;1
enamour*;1
enchant*;1
enchanted;2
encourag*;1
encourage;2
encouraged;2
encourages;2
encroach*;-1
